48811,VVNB,2140.0,10302.0,472,\N
48820,VVNB,2102.0,10580.0,7,HANOI/NOIBAI INTL
48839,48839,2013.0,10772.0,2,\N
48845,VVVH,1867.0,10568.0,5,\N
48855,VVDN,1607.0,10835.0,7,\N
48900,VVTS,1082.0,10667.0,10,\N
50527,50527,4925.0,11970.0,653,HAILAR
50557,50557,4917.0,12523.0,243,NENJIANG
50774,50774,4772.0,12883.0,265,YICHUN
50953,50953,4593.0,12657.0,118,HARBIN
51076,51076,4773.0,8808.0,737,ALTAY
51431,ZWYN,4395.0,8133.0,664,YINING
51463,51463,4378.0,8762.0,919,URUMQI
51644,51644,4172.0,8295.0,1084,KUQA
51709,ZWSH,3948.0,7575.0,1387,KASHI
51777,51777,3903.0,8817.0,889,RUOQIANG
51828,ZWTN,3713.0,7993.0,1375,HOTAN
51839,51839,3707.0,8272.0,1410,MINFENG/NIYA
52203,ZWHM,4282.0,9352.0,739,HAMI
52267,52267,4195.0,10107.0,941,EJIN QI
52323,52323,4180.0,9703.0,1770,MAZONG SHAN (MOUNT)
52418,52418,4015.0,9468.0,1140,DUNHUANG
52533,ZLJQ,3977.0,9848.0,1478,JIUQUAN/SUZHOU
52681,52681,3863.0,10308.0,1367,MINQIN
52818,52818,3642.0,9490.0,2809,GOLMUD
52836,52836,3630.0,9810.0,3190,DULAN/QAGAN US
52866,ZLXN,3665.0,10172.0,2410,XINING
52983,52983,3587.0,10415.0,1875,\N
53068,53068,4363.0,11195.0,966,ERENHOT
53463,ZBHH,4085.0,11157.0,1154,HOHHOT
53513,53513,4073.0,10737.0,1041,LINHE
53614,ZLIC,3847.0,10620.0,1112,YINCHUAN
53772,ZBYN,3762.0,10620.0,776,TAIYUAN/WUSU
53845,ZLYA,3657.0,10945.0,1180,YAN AN
53915,53915,3553.0,10667.0,1348,PINGLIANG
54102,54102,4395.0,11612.0,1004,XILIN HOT/ABAGNAR
54135,54135,4360.0,12227.0,180,TONGLIAO
54161,ZYCC,4390.0,12522.0,238,CHANGCHUN
54218,54218,4230.0,11883.0,669,CHIFENG/ULANHAD
54292,54292,4287.0,12950.0,258,YANJI
54374,54374,4180.0,12688.0,385,LINJIANG
54511,ZBAA,3993.0,11628.0,33,BEIJING/PEKING
54662,ZYTL,3890.0,12163.0,97,DALIAN/DAIREN/LUDA
54727,54727,3665.0,11750.0,263,\N
54857,ZSQD,3607.0,12033.0,77,QINGDAO/TSINGTAO
55299,55299,3148.0,9207.0,4508,NAGQU
55591,ZULS,2967.0,9113.0,3650,LHASA
56029,56029,3300.0,9695.0,3717,YUSHU
56080,56080,3500.0,10290.0,2910,HEZUO
56137,56137,3115.0,9717.0,3307,QAMDO
56146,56146,3162.0,10000.0,3394,GARZE
56187,56187,3075.0,10387.0,549,\N
56571,56571,2790.0,10227.0,1599,XICHANG
56691,56691,2687.0,10428.0,2236,WEINING
56739,56739,2498.0,9851.0,1697,TENGCHONG
